Amplicon	Cpos	Gpos	001-A1-1824.cov	001-A1-1824.ratio	002-B1-954.cov	002-B1-954.ratio	003-C1-1912.cov	003-C1-1912.ratio	004-D1-1757.cov	004-D1-1757.ratio	005-E1-2477.cov	005-E1-2477.ratio	006-F1-1436.cov	006-F1-1436.ratio	007-G1-1755.cov	007-G1-1755.ratio	008-H1-1954.cov	008-H1-1954.ratio	009-A2-1439.cov	009-A2-1439.ratio	010-B2-1963.cov	010-B2-1963.ratio	011-C2-1219.cov	011-C2-1219.ratio	012-D2-1924.cov	012-D2-1924.ratio	013-E2-1261.cov	013-E2-1261.ratio	014-F2-2074.cov	014-F2-2074.ratio	015-G2-2010.cov	015-G2-2010.ratio	016-H2-1274.cov	016-H2-1274.ratio	017-A3-1927.cov	017-A3-1927.ratio	018-B3-1309.cov	018-B3-1309.ratio	019-C3-956.cov	019-C3-956.ratio	020-D3-1712.cov	020-D3-1712.ratio	021-E3-565.cov	021-E3-565.ratio	022-F3-593.cov	022-F3-593.ratio	023-G3-1857.cov	023-G3-1857.ratio	024-H3-995.cov	024-H3-995.ratio	025-A4-1831.cov	025-A4-1831.ratio	026-B4-896.cov	026-B4-896.ratio	027-C4-2481.cov	027-C4-2481.ratio	028-D4-491.cov	028-D4-491.ratio	029-E4-2271.cov	029-E4-2271.ratio	030-F4-953.cov	030-F4-953.ratio	031-G4-2290.cov	031-G4-2290.ratio	032-H4-2512.cov	032-H4-2512.ratio	033-A5-2269.cov	033-A5-2269.ratio	034-B5-1734.cov	034-B5-1734.ratio	035-C5-2106.cov	035-C5-2106.ratio	036-D5-1804.cov	036-D5-1804.ratio	037-E5-1753.cov	037-E5-1753.ratio	038-F5-999.cov	038-F5-999.ratio	039-G5-1744.cov	039-G5-1744.ratio	040-H5-2414.cov	040-H5-2414.ratio	041-A6-947.cov	041-A6-947.ratio	042-B6-1377.cov	042-B6-1377.ratio	043-C6-1793.cov	043-C6-1793.ratio	044-D6-1893.cov	044-D6-1893.ratio	045-E6-535.cov	045-E6-535.ratio	046-F6-1438.cov	046-F6-1438.ratio	047-G6-1825.cov	047-G6-1825.ratio	048-H6-890.cov	048-H6-890.ratio	049-A7-2294.cov	049-A7-2294.ratio	050-B7-816.cov	050-B7-816.ratio	051-C7-2525.cov	051-C7-2525.ratio	052-D7-1225.cov	052-D7-1225.ratio	053-E7-2052.cov	053-E7-2052.ratio	054-F7-385.cov	054-F7-385.ratio	055-G7-496.cov	055-G7-496.ratio	056-H7-2182.cov	056-H7-2182.ratio	057-A8-2483.cov	057-A8-2483.ratio	058-B8-2079.cov	058-B8-2079.ratio	059-C8-2102.cov	059-C8-2102.ratio	060-D8-1651.cov	060-D8-1651.ratio	061-E8-891.cov	061-E8-891.ratio	062-F8-2114.cov	062-F8-2114.ratio	063-G8-2175.cov	063-G8-2175.ratio	064-H8-1856.cov	064-H8-1856.ratio	065-A9-2107.cov	065-A9-2107.ratio	066-B9-540.cov	066-B9-540.ratio	067-C9-1808.cov	067-C9-1808.ratio	068-D9-2424.cov	068-D9-2424.ratio	069-E9-2428.cov	069-E9-2428.ratio	070-F9-2321.cov	070-F9-2321.ratio	071-G9-897.cov	071-G9-897.ratio	072-H9-933.cov	072-H9-933.ratio	073-A10-924.cov	073-A10-924.ratio	074-B10-2313.cov	074-B10-2313.ratio	075-C10-1218.cov	075-C10-1218.ratio	076-D10-1603.cov	076-D10-1603.ratio	077-E10-1256.cov	077-E10-1256.ratio	078-F10-904.cov	078-F10-904.ratio	079-G10-1894.cov	079-G10-1894.ratio	080-H10-2246.cov	080-H10-2246.ratio	081-A11-2316.cov	081-A11-2316.ratio	082-B11-2127.cov	082-B11-2127.ratio	083-C11-2466.cov	083-C11-2466.ratio	084-D11-448.cov	084-D11-448.ratio	085-E11-2510.cov	085-E11-2510.ratio	086-F11-613.cov	086-F11-613.ratio	087-G11-2144.cov	087-G11-2144.ratio	088-H11-1754.cov	088-H11-1754.ratio	089-A12-1916.cov	089-A12-1916.ratio	090-B12-1619.cov	090-B12-1619.ratio	091-C12-2603.cov	091-C12-2603.ratio	092-D12-1826.cov	092-D12-1826.ratio	093-E12-2607.cov	093-E12-2607.ratio	094-F12-1376.cov	094-F12-1376.ratio	095-G12-2452.cov	095-G12-2452.ratio	096-H12-2393.cov	096-H12-2393.ratio
lethal_CCDC67::chr11:93063575-93063634	54	56	81042	 7.85	61145	37.65	104763	15.17	42178	18.67	96411	34.56	94508	 3.32	68948	56.06	87531	45.97	30458	24.49	50946	50.23	39962	31.02	78222	32.05	77771	 4.01	41006	 3.60	16419	19.55	30790	 5.75	174321	 0.75	80819	14.66	61408	24.50	89737	 2.07	51820	32.98	68819	12.18	64451	27.17	35542	 5.81	143194	28.63	43335	72.03	71357	 7.37	32682	22.77	45429	27.66	40121	14.02	105385	53.54	66302	12.08	40092	46.55	30015	49.64	58234	 1.35	39129	18.90	65617	18.59	64439	26.99	28231	33.65	44042	40.34	39722	52.51	27263	 2.26	28409	50.15	72793	25.75	95529	25.98	45296	 9.35	47278	23.72	30688	38.10	90381	 4.38	80916	23.07	109959	20.50	78145	84.71	84889	18.41	96589	12.92	53168	67.92	82049	31.43	100449	21.72	36460	 3.94	125403	 1.65	48979	25.96	44323	 1.05	78005	 2.48	47594	 8.09	39714	20.37	70267	12.39	58358	25.49	106336	36.45	42137	75.62	84786	55.26	87744	59.29	75089	73.82	92371	21.55	72589	 2.71	98111	58.01	126627	70.66	98380	88.23	83583	21.63	40856	30.75	169082	 6.80	76097	33.30	113071	12.87	51306	13.63	102175	20.81	97073	35.77	68783	28.60	92020	10.98	142053	 4.83	56009	23.60	96606	21.04	62966	27.36	155572	23.25	51766	35.95	106647	50.80	105671	18.21	79889	56.26	78654	43.84
lethal_CCDC67::chr11:93063575-93063634	56	58	81042	12.19	61145	37.14	104763	18.02	42178	20.33	96411	35.00	94508	 4.30	68948	61.81	87531	46.19	30458	26.93	50946	51.51	39962	31.71	78222	32.76	77771	 5.60	41006	 5.33	16419	21.02	30790	 7.22	174321	 2.30	80819	14.03	61408	25.44	89737	 2.48	51820	33.58	68819	13.06	64451	29.10	35542	 5.22	143194	30.09	43335	72.55	71357	 7.40	32682	19.28	45429	28.11	40121	 8.48	105385	54.24	66302	12.31	40092	47.86	30015	50.82	58234	 0.94	39129	20.00	65617	18.44	64439	30.94	28231	36.30	44042	41.29	39722	53.56	27263	 2.78	28409	51.85	72793	24.93	95529	34.52	45296	10.67	47278	30.99	30688	38.71	90381	 5.68	80916	25.64	109959	21.70	78145	83.98	84889	21.33	96589	12.91	53168	67.55	82049	28.22	100449	22.57	36460	 7.24	125403	 1.41	48979	27.92	44323	 1.29	78005	 3.55	47594	 7.55	39714	28.23	70267	14.34	58358	25.67	106336	40.18	42137	77.37	84786	66.36	87744	60.37	75089	72.45	92371	24.70	72589	 3.03	98111	59.03	126627	71.49	98380	87.06	83583	23.86	40856	31.22	169082	 7.40	76097	33.74	113071	15.39	51306	15.43	102175	22.59	97073	37.24	68783	30.86	92020	11.16	142053	 7.05	56009	24.37	96606	22.00	62966	27.98	155572	24.71	51766	36.80	106647	51.18	105671	17.72	79889	57.37	78654	42.20
lethal_CD34::chr1:208132591-208132654	-2	0	37541	54.87	30720	50.24	55435	34.89	23110	44.43	45349	53.43	31059	37.43	45411	74.61	56882	64.37	15494	54.23	27152	62.49	18597	 4.92	41844	64.06	35702	53.41	14807	27.28	8196	30.50	15703	19.18	58289	30.25	38117	 1.21	33245	44.92	35875	 1.55	36387	53.14	31107	18.46	34899	56.25	17665	85.63	49345	57.93	38940	 2.48	24348	33.94	17514	47.36	17628	47.40	16639	26.55	64155	57.80	22665	 1.56	27523	58.85	22901	63.28	22539	 0.35	22586	69.03	35652	65.26	37022	24.49	16842	56.43	24443	57.12	34998	84.31	15185	41.78	20610	93.10	39347	30.90	75390	61.13	19728	48.73	20719	49.24	36660	94.40	34345	18.80	30517	17.11	51232	33.69	51573	90.47	35363	42.77	40032	22.69	31774	82.27	42014	31.56	39398	50.76	10684	 4.06	56440	55.21	24289	31.73	17044	63.16	30378	 1.32	21217	59.28	28265	30.98	19488	 1.28	30255	85.23	49910	59.44	24539	65.13	42741	84.68	60240	81.64	49352	81.29	52408	46.36	27908	55.44	53929	79.45	73116	80.79	61491	93.58	34634	18.45	22000	61.79	53976	10.02	34344	45.68	39255	22.55	20633	39.66	38677	47.81	95565	81.62	30979	43.07	62563	 6.00	55646	25.09	31646	69.26	54895	59.51	30611	33.35	65198	70.43	30796	35.97	51038	38.60	54291	45.31	52422	73.02	54611	68.09
lethal_CD34::chr1:208132591-208132654	0	2	37541	53.65	30720	44.94	55435	36.82	23110	46.51	45349	55.34	31059	36.79	45411	73.42	56882	64.10	15494	53.04	27152	62.96	18597	 4.61	41844	62.05	35702	53.13	14807	24.88	8196	28.60	15703	18.19	58289	15.75	38117	 2.44	33245	44.18	35875	 1.75	36387	53.60	31107	18.52	34899	55.03	17665	85.04	49345	57.11	38940	 2.77	24348	34.16	17514	47.79	17628	49.54	16639	24.68	64155	56.57	22665	 2.27	27523	59.83	22901	62.32	22539	 0.75	22586	67.12	35652	64.59	37022	20.55	16842	55.92	24443	57.00	34998	81.08	15185	40.72	20610	92.51	39347	27.47	75390	60.14	19728	49.36	20719	49.92	36660	94.24	34345	18.27	30517	15.08	51232	33.30	51573	91.33	35363	40.47	40032	23.30	31774	82.86	42014	28.47	39398	51.44	10684	 3.80	56440	52.67	24289	31.42	17044	61.19	30378	 0.95	21217	55.63	28265	31.12	19488	 1.06	30255	84.20	49910	60.19	24539	67.75	42741	83.51	60240	81.56	49352	81.99	52408	45.49	27908	54.56	53929	79.03	73116	79.67	61491	92.66	34634	17.27	22000	59.98	53976	 9.56	34344	45.94	39255	19.81	20633	37.78	38677	46.50	95565	77.22	30979	42.89	62563	 5.97	55646	25.99	31646	69.46	54895	60.19	30611	32.77	65198	69.24	30796	35.79	51038	41.06	54291	44.67	52422	71.96	54611	67.11
lethal_CD34::chr1:208132591-208132654	8	10	37541	54.34	30720	49.63	55435	35.78	23110	44.76	45349	54.55	31059	41.34	45411	73.28	56882	65.55	15494	54.67	27152	62.19	18597	 3.58	41844	64.75	35702	51.64	14807	28.61	8196	31.10	15703	19.46	58289	29.56	38117	 2.89	33245	43.87	35875	 1.08	36387	54.18	31107	18.80	34899	55.24	17665	84.34	49345	62.14	38940	 2.16	24348	32.00	17514	45.61	17628	47.86	16639	28.96	64155	57.53	22665	 1.61	27523	59.11	22901	62.81	22539	 1.02	22586	66.16	35652	64.22	37022	23.62	16842	56.12	24443	57.81	34998	84.49	15185	43.69	20610	92.97	39347	34.89	75390	62.39	19728	50.45	20719	50.91	36660	94.29	34345	19.16	30517	16.90	51232	33.75	51573	91.81	35363	45.62	40032	25.97	31774	83.61	42014	31.50	39398	50.56	10684	 2.76	56440	55.92	24289	30.00	17044	61.93	30378	 0.87	21217	58.41	28265	41.46	19488	 0.72	30255	84.34	49910	60.55	24539	65.14	42741	83.58	60240	79.09	49352	82.10	52408	47.93	27908	55.80	53929	80.34	73116	79.33	61491	93.23	34634	19.86	22000	61.82	53976	10.74	34344	45.11	39255	24.24	20633	36.97	38677	47.48	95565	79.27	30979	43.24	62563	 5.45	55646	29.50	31646	68.80	54895	60.92	30611	33.99	65198	71.63	30796	35.95	51038	41.15	54291	44.49	52422	72.57	54611	66.93
lethal_CD34::chr1:208132591-208132654	23	25	37541	53.93	30720	41.82	55435	35.03	23110	44.71	45349	55.83	31059	38.59	45411	73.65	56882	63.95	15494	54.10	27152	63.97	18597	 4.29	41844	64.36	35702	52.03	14807	24.83	8196	28.03	15703	19.54	58289	18.11	38117	 2.00	33245	45.21	35875	 1.52	36387	51.83	31107	19.11	34899	56.32	17665	86.53	49345	54.30	38940	 2.40	24348	34.21	17514	48.38	17628	47.08	16639	24.00	64155	58.02	22665	 2.05	27523	58.74	22901	61.82	22539	 0.31	22586	64.62	35652	64.89	37022	21.90	16842	57.52	24443	57.29	34998	84.08	15185	35.73	20610	92.89	39347	30.33	75390	63.06	19728	49.69	20719	46.87	36660	95.56	34345	19.59	30517	16.86	51232	31.34	51573	92.29	35363	43.17	40032	20.85	31774	84.19	42014	31.51	39398	51.50	10684	 2.68	56440	54.27	24289	31.30	17044	62.47	30378	 0.71	21217	56.64	28265	35.30	19488	 0.81	30255	85.53	49910	60.23	24539	64.29	42741	84.67	60240	81.77	49352	80.08	52408	48.51	27908	54.94	53929	80.03	73116	81.06	61491	93.82	34634	18.03	22000	60.41	53976	 8.82	34344	45.24	39255	19.01	20633	36.41	38677	46.97	95565	80.91	30979	43.19	62563	 6.97	55646	19.51	31646	69.43	54895	60.61	30611	34.56	65198	70.95	30796	36.10	51038	40.20	54291	46.06	52422	72.53	54611	64.96
lethal_CD34::chr1:208132591-208132654	25	27	37541	53.93	30720	50.97	55435	34.10	23110	46.16	45349	54.94	31059	38.88	45411	74.16	56882	65.10	15494	54.40	27152	62.25	18597	 5.06	41844	65.99	35702	53.09	14807	24.68	8196	30.58	15703	20.29	58289	21.60	38117	 2.60	33245	45.19	35875	 2.19	36387	53.63	31107	18.44	34899	55.84	17665	85.63	49345	58.79	38940	 3.01	24348	33.41	17514	47.92	17628	46.82	16639	31.37	64155	57.64	22665	 2.12	27523	58.70	22901	62.03	22539	 1.44	22586	69.42	35652	64.36	37022	22.95	16842	56.12	24443	55.83	34998	83.66	15185	42.99	20610	93.08	39347	29.67	75390	62.16	19728	49.66	20719	44.77	36660	96.07	34345	19.18	30517	17.13	51232	35.01	51573	90.31	35363	47.09	40032	24.15	31774	84.18	42014	32.24	39398	51.38	10684	 3.36	56440	55.75	24289	31.76	17044	61.92	30378	 1.21	21217	57.70	28265	35.95	19488	 1.44	30255	85.77	49910	59.89	24539	64.66	42741	85.90	60240	81.79	49352	82.30	52408	47.62	27908	55.49	53929	80.60	73116	81.58	61491	92.35	34634	17.92	22000	61.38	53976	 9.40	34344	45.88	39255	19.75	20633	37.48	38677	47.99	95565	82.32	30979	43.89	62563	 5.93	55646	23.62	31646	70.45	54895	59.41	30611	34.10	65198	70.81	30796	35.94	51038	38.32	54291	45.48	52422	73.16	54611	68.92
lethal_CD34::chr1:208132591-208132654	28	30	37541	52.88	30720	48.07	55435	34.78	23110	45.37	45349	55.51	31059	41.81	45411	74.65	56882	64.05	15494	54.18	27152	64.37	18597	 4.39	41844	64.32	35702	52.74	14807	26.74	8196	28.50	15703	18.72	58289	29.06	38117	 2.69	33245	44.57	35875	 0.21	36387	53.90	31107	19.30	34899	55.66	17665	86.35	49345	57.48	38940	 3.10	24348	34.15	17514	48.27	17628	48.93	16639	19.21	64155	57.68	22665	 2.35	27523	59.92	22901	61.16	22539	 1.90	22586	67.11	35652	63.42	37022	21.05	16842	57.07	24443	57.38	34998	83.07	15185	40.38	20610	93.56	39347	35.02	75390	56.31	19728	49.88	20719	49.01	36660	95.64	34345	18.58	30517	14.61	51232	33.19	51573	91.83	35363	44.33	40032	23.88	31774	84.19	42014	31.74	39398	50.97	10684	 4.34	56440	55.79	24289	32.39	17044	62.77	30378	 0.55	21217	57.19	28265	31.42	19488	 0.83	30255	84.89	49910	59.95	24539	65.30	42741	86.45	60240	81.45	49352	82.15	52408	47.61	27908	54.08	53929	79.94	73116	81.06	61491	94.24	34634	19.38	22000	60.90	53976	10.12	34344	44.88	39255	22.25	20633	36.00	38677	47.29	95565	80.74	30979	44.09	62563	 7.17	55646	24.97	31646	70.50	54895	59.10	30611	33.56	65198	72.13	30796	35.98	51038	43.51	54291	44.84	52422	74.16	54611	65.19
lethal_CD34::chr1:208132591-208132654	53	55	37541	54.27	30720	51.10	55435	35.86	23110	47.41	45349	54.29	31059	41.24	45411	74.11	56882	65.01	15494	53.43	27152	63.92	18597	 4.93	41844	65.44	35702	53.34	14807	26.12	8196	30.81	15703	18.91	58289	23.03	38117	 3.03	33245	44.15	35875	 2.92	36387	54.65	31107	18.52	34899	53.96	17665	85.61	49345	59.75	38940	 3.77	24348	33.58	17514	48.34	17628	46.57	16639	32.51	64155	57.99	22665	 1.94	27523	58.08	22901	62.64	22539	 0.32	22586	68.24	35652	65.51	37022	22.17	16842	56.92	24443	57.21	34998	84.02	15185	42.02	20610	93.16	39347	34.20	75390	62.49	19728	49.83	20719	46.45	36660	94.68	34345	17.83	30517	17.07	51232	34.01	51573	91.34	35363	45.54	40032	24.36	31774	84.11	42014	33.67	39398	50.38	10684	 3.80	56440	53.01	24289	31.37	17044	63.21	30378	 1.50	21217	57.80	28265	37.62	19488	 1.46	30255	84.37	49910	59.12	24539	66.53	42741	84.67	60240	81.25	49352	81.13	52408	48.07	27908	55.42	53929	79.57	73116	80.40	61491	93.70	34634	20.29	22000	61.00	53976	 9.80	34344	45.63	39255	22.21	20633	38.01	38677	49.15	95565	82.59	30979	43.57	62563	 6.32	55646	26.71	31646	69.66	54895	57.95	30611	34.38	65198	71.45	30796	36.13	51038	39.02	54291	45.75	52422	72.61	54611	66.91
lethal_CD34::chr1:208132591-208132654	57	59	37541	54.08	30720	51.60	55435	34.72	23110	47.32	45349	53.48	31059	43.04	45411	73.89	56882	62.68	15494	52.92	27152	64.89	18597	 6.16	41844	65.08	35702	51.90	14807	22.34	8196	31.06	15703	20.60	58289	27.47	38117	 3.17	33245	43.91	35875	 1.55	36387	53.99	31107	18.91	34899	52.51	17665	85.46	49345	59.15	38940	 3.50	24348	33.67	17514	47.19	17628	48.36	16639	33.58	64155	57.32	22665	 1.71	27523	58.60	22901	62.00	22539	 0.19	22586	68.63	35652	63.67	37022	24.39	16842	55.63	24443	55.89	34998	84.37	15185	44.04	20610	93.13	39347	34.95	75390	66.34	19728	50.01	20719	47.52	36660	94.09	34345	19.46	30517	19.22	51232	35.83	51573	90.31	35363	43.79	40032	21.78	31774	81.34	42014	33.32	39398	49.06	10684	 4.50	56440	55.00	24289	30.65	17044	62.54	30378	 2.05	21217	58.68	28265	47.24	19488	 1.24	30255	85.45	49910	58.85	24539	66.54	42741	85.34	60240	80.70	49352	80.12	52408	47.80	27908	54.20	53929	78.42	73116	81.23	61491	93.67	34634	21.87	22000	61.21	53976	10.15	34344	46.61	39255	22.20	20633	39.54	38677	48.40	95565	79.24	30979	42.39	62563	 6.43	55646	28.33	31646	68.62	54895	59.71	30611	34.39	65198	71.54	30796	36.26	51038	43.58	54291	45.27	52422	73.46	54611	65.75
lethal_CDH17::chr8:95246589-95246626	8	10	3292	 30.86	2010	  9.10	3251	  6.00	1243	  4.42	31	 29.03	7017	 11.73	2897	 78.60	5085	 35.42	4649	  7.81	1785	 50.64	1893	 38.83	1784	 32.06	14	 28.57	10	 10.00	2508	 10.01	1279	  5.79	2503	  3.16	2514	  5.13	4415	 29.08	2053	  4.34	1769	 26.06	3586	 11.77	1473	 42.16	2	100.00	3143	 37.58	1829	 53.25	7	 57.14	1545	 31.65	1226	  3.26	8	  0.00	4620	 53.44	3882	 10.38	1717	  5.94	12	 16.67	3576	 18.37	4	 25.00	1552	  1.22	1783	 25.13	2020	 43.37	2576	 58.35	4	 75.00	2	  0.00	2199	 11.91	24	 33.33	2673	 27.72	2257	  7.93	1109	 28.49	1006	 35.88	2719	 32.40	22	  0.00	2195	 11.57	4	  0.00	15	 66.67	20	  0.00	848	 66.04	1750	 18.11	2318	 38.09	4	  0.00	1806	  3.43	1400	  8.64	624	  1.76	1590	  5.16	1341	 54.44	3133	  5.90	1577	 45.91	1934	 53.05	13	 23.08	1307	  2.07	6283	 71.97	12	 58.33	6	 33.33	1833	 29.73	14	 14.29	4319	 22.88	2462	 73.11	6486	 58.17	5	 20.00	1249	 36.91	1811	  9.66	2933	 10.16	2558	  7.66	1977	 13.86	5064	 29.30	2346	 39.77	6	 16.67	1436	  4.81	3263	 10.70	10	  0.00	2373	  2.02	4214	 32.01	2051	 49.10	1562	 20.87	2519	 20.92	24	 50.00	1620	 56.91	20	 20.00
lethal_CDH17::chr8:95246589-95246626	10	12	3292	 31.23	2010	 10.75	3251	  5.51	1243	  2.82	31	 16.13	7017	 11.67	2897	 80.32	5085	 34.26	4649	  8.73	1785	 54.17	1893	 36.34	1784	 29.43	14	 21.43	10	 30.00	2508	  8.29	1279	  5.47	2503	  8.99	2514	  3.98	4415	 31.89	2053	  6.14	1769	 31.49	3586	 11.21	1473	 43.18	2	100.00	3143	 42.44	1829	 53.85	7	 28.57	1545	 33.59	1226	  2.04	8	  0.00	4620	 52.55	3882	 18.78	1717	  6.46	12	 16.67	3576	 27.24	4	  0.00	1552	  3.41	1783	 29.73	2020	 41.93	2576	 62.15	4	  0.00	2	100.00	2199	 16.05	24	  4.17	2673	 35.77	2257	  8.33	1109	 35.44	1006	 43.34	2719	 33.58	22	  0.00	2195	 13.85	4	  0.00	15	 66.67	20	  0.00	848	 70.28	1750	 19.09	2318	 43.05	4	  0.00	1806	  2.49	1400	  7.93	624	  1.60	1590	  9.12	1341	 44.30	3133	  8.71	1577	 42.23	1934	 51.81	13	 23.08	1307	  3.67	6283	 69.52	12	 58.33	6	 33.33	1833	 25.80	14	 28.57	4319	 34.22	2462	 71.28	6486	 40.75	5	 60.00	1249	 33.39	1811	  9.22	2933	 12.65	2558	 13.17	1977	 10.67	5064	 29.52	2346	 34.57	6	 16.67	1436	  6.55	3263	 15.11	10	 50.00	2373	  6.03	4214	 30.33	2051	 49.63	1562	 22.34	2519	 26.56	24	 50.00	1620	 57.59	20	 15.00
lethal_CDH17::chr8:95246589-95246626	34	36	3292	 30.56	2010	 11.00	3251	  2.34	1243	  5.31	31	  0.00	7017	  9.79	2897	 79.63	5085	 39.12	4649	  9.25	1785	 58.99	1893	 37.51	1784	 30.94	14	 21.43	10	 10.00	2508	  8.49	1279	  3.99	2503	  2.24	2514	  5.85	4415	 33.09	2053	  1.75	1769	 28.32	3586	 11.74	1473	 43.25	2	100.00	3143	 39.93	1829	 51.39	7	 57.14	1545	 29.84	1226	  2.77	8	 12.50	4620	 50.17	3882	 17.41	1717	  5.53	12	 58.33	3576	 11.83	4	  0.00	1552	  1.42	1783	 22.55	2020	 44.70	2576	 62.03	4	 25.00	2	  0.00	2199	  9.55	24	  4.17	2673	 67.08	2257	 16.30	1109	 41.12	1006	  5.96	2719	 29.61	22	  0.00	2195	 13.26	4	  0.00	15	 60.00	20	  0.00	848	 65.21	1750	 17.60	2318	 37.19	4	  0.00	1806	  1.55	1400	 13.79	624	  2.56	1590	  3.84	1341	 19.76	3133	  9.32	1577	 44.39	1934	 52.69	13	 23.08	1307	  5.28	6283	 68.20	12	 58.33	6	 33.33	1833	 28.21	14	 42.86	4319	 51.29	2462	 71.20	6486	 63.83	5	  0.00	1249	 40.51	1811	  9.11	2933	 20.73	2558	 13.68	1977	 14.52	5064	 30.21	2346	 41.65	6	 16.67	1436	  8.70	3263	 12.63	10	 60.00	2373	  2.78	4214	 42.34	2051	 51.00	1562	 21.25	2519	 24.22	24	 41.67	1620	 60.68	20	 20.00
lethal_CDO1::chr5:115151646-115151703	2	4	3411	21.52	2480	 1.29	6583	40.98	2539	29.46	6285	62.83	9935	39.99	8635	66.54	8661	 1.49	931	 3.97	3949	47.13	3272	24.11	6610	66.88	4419	60.47	1632	 7.60	1053	62.77	1344	23.07	14987	47.90	5627	14.04	4243	50.25	6176	 7.24	5318	46.62	2633	 1.79	4143	47.24	1354	84.12	7440	17.24	3415	88.20	2407	41.88	1568	23.34	3765	25.23	1852	 4.00	12747	69.62	5087	 2.56	3575	27.13	2510	32.43	4270	 3.00	2043	 1.08	5270	72.16	10011	74.45	2549	62.46	3444	32.46	3179	66.25	1847	39.58	3153	89.69	7240	 6.49	7402	72.59	2456	34.61	2953	18.86	3746	76.70	6589	71.41	6859	 4.49	9895	33.59	5911	60.78	5638	37.57	6319	22.92	3304	 3.00	8491	28.04	3571	34.70	2652	55.84	9373	32.12	3119	26.26	1662	 1.14	4168	35.56	1832	50.44	10772	32.83	3260	 1.38	4967	89.17	10757	40.92	7491	74.06	9585	69.40	5050	 3.39	8731	86.67	6845	38.74	5578	53.78	8521	62.57	7204	 0.85	10884	94.21	5256	26.96	2084	42.13	7088	 7.35	5839	59.34	8811	21.63	1934	23.11	10256	49.88	4860	 0.21	3547	47.62	5289	 0.68	10658	19.96	5639	65.37	5153	 1.98	1482	 1.28	11656	43.27	2314	30.21	14770	63.59	5367	 1.73	6917	43.66	10846	 1.38
lethal_CDO1::chr5:115151646-115151703	8	10	3411	43.62	2480	 2.18	6583	42.17	2539	39.35	6285	70.14	9935	56.86	8635	77.37	8661	 2.00	931	 3.54	3949	51.81	3272	31.88	6610	67.84	4419	64.06	1632	11.58	1053	63.25	1344	23.81	14987	69.04	5627	33.23	4243	49.89	6176	10.67	5318	46.92	2633	 3.08	4143	57.01	1354	81.46	7440	30.67	3415	89.90	2407	40.38	1568	36.42	3765	26.69	1852	12.42	12747	70.20	5087	 3.95	3575	27.55	2510	50.36	4270	 6.37	2043	 2.69	5270	74.59	10011	76.64	2549	62.10	3444	39.43	3179	82.60	1847	61.67	3153	73.52	7240	 5.90	7402	65.63	2456	41.57	2953	30.27	3746	76.91	6589	73.64	6859	 8.22	9895	40.42	5911	61.29	5638	60.68	6319	24.92	3304	 2.09	8491	33.67	3571	37.33	2652	56.75	9373	51.10	3119	26.68	1662	 1.93	4168	41.91	1832	70.31	10772	43.59	3260	 1.01	4967	88.36	10757	44.31	7491	73.39	9585	83.33	5050	 3.25	8731	85.41	6845	40.51	5578	66.91	8521	63.80	7204	 0.83	10884	94.67	5256	37.82	2084	47.07	7088	12.91	5839	61.95	8811	35.29	1934	31.80	10256	52.15	4860	 0.78	3547	54.02	5289	 4.90	10658	30.15	5639	75.37	5153	 2.58	1482	 3.04	11656	43.67	2314	29.26	14770	72.06	5367	 1.83	6917	44.01	10846	 2.55
lethal_CDO1::chr5:115151646-115151703	10	12	3411	43.56	2480	 2.42	6583	40.19	2539	34.58	6285	55.47	9935	47.99	8635	60.21	8661	 2.41	931	 1.72	3949	46.62	3272	25.58	6610	63.71	4419	61.78	1632	 7.05	1053	62.68	1344	23.66	14987	39.00	5627	17.10	4243	46.36	6176	 4.49	5318	45.45	2633	 1.60	4143	53.22	1354	82.27	7440	30.03	3415	88.52	2407	41.55	1568	28.44	3765	25.34	1852	 2.05	12747	70.36	5087	 2.54	3575	26.46	2510	32.67	4270	 3.91	2043	 0.64	5270	73.85	10011	76.43	2549	62.85	3444	37.37	3179	68.61	1847	53.76	3153	44.62	7240	 3.88	7402	69.39	2456	27.89	2953	 9.72	3746	76.35	6589	62.00	6859	 6.53	9895	37.58	5911	62.19	5638	57.50	6319	21.19	3304	 2.24	8491	31.32	3571	34.70	2652	50.15	9373	31.41	3119	25.14	1662	 1.26	4168	39.95	1832	65.12	10772	30.25	3260	 0.52	4967	89.83	10757	43.39	7491	75.10	9585	76.65	5050	 3.86	8731	86.21	6845	41.48	5578	59.59	8521	61.89	7204	 0.62	10884	94.95	5256	28.77	2084	43.28	7088	 7.82	5839	60.49	8811	32.01	1934	22.44	10256	49.16	4860	 0.37	3547	49.22	5289	 2.38	10658	23.13	5639	50.52	5153	 1.96	1482	 0.67	11656	43.15	2314	30.34	14770	71.18	5367	 1.42	6917	45.89	10846	 1.39
